Run	Gene_Length	Population_Size	Mutation_Rate	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
14	X	Y	Z	0.904096	0.083916	0.010989	0	0	0.000999	0.000027	0.000035	0.000031	0.000027	0.000032	0.000038	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
15	X	Y	Z	0.748252	0.227772	0.021978	0.000999	0	0.000999	0.00004	0.000021	0.000022	0.00002	0.000189	0.000021	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
16	X	Y	Z	0.935065	0.062937	0.000999	0	0	0.000999	0.000021	0.000014	0.000018	0.000013	0.000013	0.000013	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
17	X	Y	Z	0.906094	0.086913	0.005994	0	0	0.000999	0.000046	0.000024	0.000018	0.000018	0.000018	0.000018	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
18	X	Y	Z	0.908092	0.083916	0.006993	0	0	0.000999	0.00004	0.000044	0.000034	0.000044	0.000034	0.000034	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
19	X	Y	Z	0.965035	0.033966	0	0	0	0.000999	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
20	X	Y	Z	0.965035	0.033966	0	0	0	0.000999	0.000008	0.000008	0.000016	0.000008	0.000009	0.000008	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
21	X	Y	Z	0.979021	0.01998	0	0	0	0.000999	0.000005	0.000005	0.000005	0.000005	0.000005	0.000005	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
22	X	Y	Z	0.848152	0.146853	0.003996	0	0	0.000999	0.000026	0.000026	0.000036	0.000025	0.000089	0.000027	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
23	X	Y	Z	0.972028	0.025974	0.000999	0	0	0.000999	0.000006	0.000008	0.000006	0.000006	0.000006	0.000006	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
24	X	Y	Z	0.923077	0.073926	0.001998	0	0	0.000999	0.000009	0.000014	0.000009	0.000009	0.000009	0.000038	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
25	X	Y	Z	0.983017	0.015984	0	0	0	0.000999	0.000006	0.000011	0.000006	0.000006	0.000006	0.000006	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
26	X	Y	Z	0.945055	0.053946	0	0	0	0.000999	0.000027	0.000014	0.000014	0.000014	0.000014	0.000015	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
27	X	Y	Z	0.949051	0.047952	0.001998	0	0	0.000999	0.000008	0.000008	0.000008	0.000008	0.000026	0.000008	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
28	X	Y	Z	0.906094	0.08991	0.002997	0	0	0.000999	0.000039	0.000039	0.00004	0.000041	0.000042	0.000042	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
29	X	Y	Z	0.984016	0.014985	0	0	0	0.000999	0.000007	0.000007	0.000007	0.000007	0.000007	0.000007	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
30	X	Y	Z	0.914086	0.078921	0.005994	0	0	0.000999	0.000022	0.000022	0.000021	0.000029	0.00004	0.000021	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
