Run	Gene_Length	Population_Size	Mutation_Rate	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
11	X	Y	Z	0.271728	0.498501	0.174825	0.044955	0.008991	0.000999	0.000329	0.000324	0.000325	0.001356	0.000337	0.00038	1000	10000	1.00E-08	10	6	10000	30000	50000	70000	90000	110000
12	X	Y	Z	0.265734	0.392607	0.231768	0.086913	0.020979	0.001998	0.000679	0.000679	0.001645	0.000837	0.000849	0.000837	1000	10000	1.00E-08	10	6	10000	30000	50000	70000	90000	110000
13	X	Y	Z	0.572428	0.288711	0.111888	0.01998	0.005994	0.000999	0.00033	0.000476	0.000433	0.000479	0.000465	0.000379	1000	10000	1.00E-08	10	6	10000	30000	50000	70000	90000	110000
14	X	Y	Z	0.361638	0.371628	0.182817	0.060939	0.016983	0.005994	0.00026	0.000579	0.000559	0.000562	0.000607	0.000562	1000	10000	1.00E-08	10	6	10000	30000	50000	70000	90000	110000
15	X	Y	Z	0.27972	0.321678	0.248751	0.104895	0.036963	0.007992	0.000766	0.000785	0.000973	0.001207	0.001375	0.001349	1000	10000	1.00E-08	10	6	10000	30000	50000	70000	90000	110000
16	X	Y	Z	0.147852	0.355644	0.281718	0.15984	0.043956	0.010989	0.000388	0.000747	0.000857	0.001114	0.000898	0.001504	1000	10000	1.00E-08	10	6	10000	30000	50000	70000	90000	110000
17	X	Y	Z	0.042957	0.377622	0.314685	0.187812	0.068931	0.007992	0.000697	0.000899	0.001015	0.00108	0.003341	0.000861	1000	10000	1.00E-08	10	6	10000	30000	50000	70000	90000	110000
18	X	Y	Z	0.296703	0.307692	0.238761	0.123876	0.026973	0.005994	0.000996	0.001243	0.001346	0.001353	0.001707	0.001731	1000	10000	1.00E-08	10	6	10000	30000	50000	70000	90000	110000
19	X	Y	Z	0.102897	0.298701	0.328671	0.187812	0.063936	0.017982	0.000845	0.000899	0.001002	0.001372	0.001984	0.002477	1000	10000	1.00E-08	10	6	10000	30000	50000	70000	90000	110000
20	X	Y	Z	0.474525	0.324675	0.138861	0.045954	0.013986	0.001998	0.000594	0.000557	0.000658	0.000832	0.000564	0.000796	1000	10000	1.00E-08	10	6	10000	30000	50000	70000	90000	110000
21	X	Y	Z	0.274725	0.334665	0.21978	0.134865	0.032967	0.002997	0.00063	0.000844	0.001324	0.000636	0.000884	0.001311	1000	10000	1.00E-08	10	6	10000	30000	50000	70000	90000	110000
22	X	Y	Z	0.193806	0.325674	0.25974	0.153846	0.04995	0.016983	0.000813	0.000763	0.001597	0.00157	0.001567	0.001604	1000	10000	1.00E-08	10	6	10000	30000	50000	70000	90000	110000
23	X	Y	Z	0.002997	0.205794	0.325674	0.295704	0.137862	0.031968	0.000175	0.000331	0.001579	0.001561	0.002144	0.002685	1000	10000	1.00E-08	10	6	10000	30000	50000	70000	90000	110000
24	X	Y	Z	0.187812	0.288711	0.254745	0.174825	0.07992	0.013986	0.001431	0.00107	0.001198	0.002089	0.0015	0.002343	1000	10000	1.00E-08	10	6	10000	30000	50000	70000	90000	110000
25	X	Y	Z	0.086913	0.308691	0.340659	0.194805	0.055944	0.012987	0.000338	0.000798	0.001222	0.000992	0.00151	0.001577	1000	10000	1.00E-08	10	6	10000	30000	50000	70000	90000	110000
26	X	Y	Z	0.007992	0.250749	0.33966	0.256743	0.125874	0.018981	0.000155	0.001482	0.000366	0.002147	0.001487	0.00177	1000	10000	1.00E-08	10	6	10000	30000	50000	70000	90000	110000
27	X	Y	Z	0.022977	0.363636	0.375624	0.172827	0.053946	0.010989	0.000459	0.000451	0.000657	0.001094	0.000525	0.003121	1000	10000	1.00E-08	10	6	10000	30000	50000	70000	90000	110000
28	X	Y	Z	0.442557	0.338661	0.14985	0.048951	0.015984	0.003996	0.000903	0.000978	0.001112	0.000981	0.001077	0.001214	1000	10000	1.00E-08	10	6	10000	30000	50000	70000	90000	110000
29	X	Y	Z	0.306693	0.331668	0.218781	0.090909	0.044955	0.006993	0.00097	0.001244	0.001411	0.001388	0.001732	0.001497	1000	10000	1.00E-08	10	6	10000	30000	50000	70000	90000	110000
30	X	Y	Z	0.066933	0.250749	0.317682	0.222777	0.103896	0.037962	0.000813	0.001197	0.001515	0.002241	0.002677	0.002446	1000	10000	1.00E-08	10	6	10000	30000	50000	70000	90000	110000
