Run	Gene_Length	Population_Size	Mutation_Rate	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
12	X	Y	Z	0.921079	0.075924	0.000999	0.000999	0	0.000999	0.000048	0.000047	0.000047	0.000055	0.000051	0.000051	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
13	X	Y	Z	0.486513	0.457542	0.052947	0.001998	0	0.000999	0.00001	0.000014	0.00001	0.00001	0.000091	0.000308	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
14	X	Y	Z	0.972028	0.026973	0	0	0	0.000999	0.000008	0.000014	0.000008	0.000009	0.000008	0.000008	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
15	X	Y	Z	0.981019	0.017982	0	0	0	0.000999	0.000006	0.000005	0.000005	0.000006	0.000006	0.000005	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
16	X	Y	Z	0.963037	0.034965	0.000999	0	0	0.000999	0.000017	0.00001	0.00001	0.00001	0.00001	0.000011	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
17	X	Y	Z	0.975025	0.021978	0.001998	0	0	0.000999	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
18	X	Y	Z	0.92008	0.072927	0.005994	0	0	0.000999	0.00004	0.000037	0.000037	0.000047	0.000049	0.000037	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
19	X	Y	Z	0.954046	0.044955	0	0	0	0.000999	0.000025	0.000013	0.000013	0.000013	0.000013	0.000013	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
20	X	Y	Z	0.906094	0.08991	0.002997	0	0	0.000999	0.000031	0.000025	0.000025	0.000025	0.000052	0.000024	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
21	X	Y	Z	0.968032	0.030969	0	0	0	0.000999	0.000012	0.000006	0.000006	0.000006	0.000006	0.000006	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
22	X	Y	Z	0.964036	0.033966	0.000999	0	0	0.000999	0.000013	0.000012	0.000012	0.000012	0.000012	0.000012	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
23	X	Y	Z	0.922078	0.072927	0.003996	0	0	0.000999	0.000014	0.000015	0.000015	0.000033	0.000014	0.000019	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
25	X	Y	Z	0.943057	0.055944	0	0	0	0.000999	0.000023	0.000016	0.000016	0.00002	0.000023	0.000016	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
26	X	Y	Z	0.951049	0.044955	0.002997	0	0	0.000999	0.000009	0.000037	0.000009	0.000009	0.000009	0.000009	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
27	X	Y	Z	0.942058	0.053946	0.002997	0	0	0.000999	0.000019	0.00002	0.000018	0.000018	0.000025	0.000018	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
28	X	Y	Z	0.959041	0.037962	0.001998	0	0	0.000999	0.000019	0.000012	0.000013	0.000012	0.000014	0.000012	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
29	X	Y	Z	0.944056	0.04995	0.004995	0	0	0.000999	0.000011	0.00001	0.00001	0.000023	0.00001	0.00001	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
30	X	Y	Z	0.944056	0.054945	0	0	0	0.000999	0.000019	0.000023	0.000019	0.000026	0.000019	0.000021	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
