Run	Gene_Length	Population_Size	Mutation_Rate	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
13	X	Y	Z	0.954046	0.043956	0.000999	0	0	0.000999	0.000008	0.000008	0.000008	0.000008	0.000026	0.000008	1000	10000	1e-8	10	6	10000	170000	330000	490000	650000	810000
14	X	Y	Z	0.993007	0.005994	0	0	0	0.000999	0.000004	0.000004	0.000004	0.000004	0.000004	0.000004	1000	10000	1e-8	10	6	10000	170000	330000	490000	650000	810000
15	X	Y	Z	0.911089	0.084915	0.002997	0	0	0.000999	0.000015	0.000026	0.000016	0.000041	0.000016	0.000016	1000	10000	1e-8	10	6	10000	170000	330000	490000	650000	810000
16	X	Y	Z	0.975025	0.021978	0.001998	0	0	0.000999	0.00001	0.00001	0.000009	0.000009	0.00001	0.000009	1000	10000	1e-8	10	6	10000	170000	330000	490000	650000	810000
17	X	Y	Z	0.972028	0.025974	0.000999	0	0	0.000999	0.000011	0.000011	0.000011	0.000011	0.000011	0.000011	1000	10000	1e-8	10	6	10000	170000	330000	490000	650000	810000
18	X	Y	Z	0.924076	0.068931	0.005994	0	0	0.000999	0.000025	0.000028	0.000029	0.000026	0.000025	0.000026	1000	10000	1e-8	10	6	10000	170000	330000	490000	650000	810000
19	X	Y	Z	0.982018	0.015984	0.000999	0	0	0.000999	0.000006	0.000007	0.000006	0.000006	0.000006	0.000006	1000	10000	1e-8	10	6	10000	170000	330000	490000	650000	810000
20	X	Y	Z	0.958042	0.037962	0.002997	0	0	0.000999	0.000019	0.000019	0.00002	0.00002	0.000027	0.000019	1000	10000	1e-8	10	6	10000	170000	330000	490000	650000	810000
21	X	Y	Z	0.969031	0.028971	0.000999	0	0	0.000999	0.000014	0.000005	0.000005	0.000005	0.000005	0.000005	1000	10000	1e-8	10	6	10000	170000	330000	490000	650000	810000
22	X	Y	Z	0.946054	0.050949	0.001998	0	0	0.000999	0.000014	0.000014	0.000014	0.000014	0.000023	0.000019	1000	10000	1e-8	10	6	10000	170000	330000	490000	650000	810000
23	X	Y	Z	0.932068	0.063936	0.002997	0	0	0.000999	0.00003	0.000017	0.000018	0.000022	0.000018	0.000018	1000	10000	1e-8	10	6	10000	170000	330000	490000	650000	810000
24	X	Y	Z	0.928072	0.06993	0.000999	0	0	0.000999	0.000025	0.000025	0.000026	0.000026	0.000038	0.000037	1000	10000	1e-8	10	6	10000	170000	330000	490000	650000	810000
25	X	Y	Z	0.93007	0.065934	0.002997	0	0	0.000999	0.000008	0.000024	0.000008	0.000018	0.000008	0.000008	1000	10000	1e-8	10	6	10000	170000	330000	490000	650000	810000
26	X	Y	Z	0.957043	0.041958	0	0	0	0.000999	0.000013	0.000013	0.000021	0.000013	0.000013	0.000013	1000	10000	1e-8	10	6	10000	170000	330000	490000	650000	810000
27	X	Y	Z	0.956044	0.040959	0.001998	0	0	0.000999	0.000006	0.000007	0.000006	0.000006	0.00002	0.000006	1000	10000	1e-8	10	6	10000	170000	330000	490000	650000	810000
28	X	Y	Z	0.982018	0.016983	0	0	0	0.000999	0.000007	0.000006	0.000006	0.000006	0.000006	0.000006	1000	10000	1e-8	10	6	10000	170000	330000	490000	650000	810000
29	X	Y	Z	0.987013	0.011988	0	0	0	0.000999	0.000007	0.000007	0.000007	0.000007	0.000007	0.000007	1000	10000	1e-8	10	6	10000	170000	330000	490000	650000	810000
30	X	Y	Z	0.939061	0.057942	0.001998	0	0	0.000999	0.000026	0.000015	0.000015	0.000015	0.000015	0.000021	1000	10000	1e-8	10	6	10000	170000	330000	490000	650000	810000
