Run	Gene_Length	Population_Size	Mutation_Rate	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
20	X	Y	Z	0.901099	0.086913	0.00999	0.000999	0	0.000999	0.000025	0.000036	0.000024	0.000024	0.00003	0.000041	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
21	X	Y	Z	0.982018	0.016983	0	0	0	0.000999	0.000007	0.000008	0.000007	0.000007	0.000007	0.000007	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
22	X	Y	Z	0.889111	0.106893	0.002997	0	0	0.000999	0.000008	0.000012	0.000008	0.000008	0.000008	0.000037	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
23	X	Y	Z	0.932068	0.066933	0	0	0	0.000999	0.00001	0.00001	0.00001	0.00002	0.00001	0.00001	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
24	X	Y	Z	0.952048	0.043956	0.001998	0.000999	0	0.000999	0.000027	0.000025	0.000024	0.000028	0.000024	0.000024	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
25	X	Y	Z	0.945055	0.052947	0.000999	0	0	0.000999	0.000032	0.000024	0.000024	0.000025	0.00003	0.000023	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
26	X	Y	Z	0.956044	0.03996	0.002997	0	0	0.000999	0.000007	0.000007	0.000007	0.000008	0.000007	0.000021	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
27	X	Y	Z	0.965035	0.031968	0.001998	0	0	0.000999	0.000009	0.000009	0.000015	0.000009	0.00001	0.000009	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
28	X	Y	Z	0.934066	0.062937	0.001998	0	0	0.000999	0.000026	0.00002	0.000021	0.000021	0.000021	0.000033	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
29	X	Y	Z	0.98002	0.018981	0	0	0	0.000999	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
30	X	Y	Z	0.926074	0.070929	0.001998	0	0	0.000999	0.000037	0.000036	0.000037	0.000038	0.000044	0.000037	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
