Run	Gene_Length	Population_Size	Mutation_Rate	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
11	X	Y	Z	0.53047	0.311688	0.11988	0.034965	0.001998	0.000999	0.00039	0.000194	0.00025	0.000252	0.0003	0.000416	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
12	X	Y	Z	0.685315	0.254745	0.04995	0.007992	0.000999	0.000999	0.000208	0.000239	0.000239	0.000246	0.000323	0.000239	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
13	X	Y	Z	0.669331	0.256743	0.054945	0.016983	0.000999	0.000999	0.000436	0.000487	0.000408	0.00047	0.000429	0.000412	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
14	X	Y	Z	0.787213	0.181818	0.024975	0.004995	0	0.000999	0.000271	0.000284	0.000271	0.000271	0.000269	0.000278	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
15	X	Y	Z	0.307692	0.437562	0.175824	0.061938	0.014985	0.001998	0.000497	0.000662	0.001322	0.000487	0.000549	0.000646	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
16	X	Y	Z	0.639361	0.266733	0.080919	0.00999	0.001998	0.000999	0.000331	0.000262	0.000301	0.000306	0.000423	0.000294	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
17	X	Y	Z	0.579421	0.335664	0.071928	0.008991	0.002997	0.000999	0.000146	0.000166	0.000178	0.000168	0.000167	0.000425	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
18	X	Y	Z	0.776224	0.180819	0.036963	0.003996	0.000999	0.000999	0.000292	0.000259	0.000277	0.000293	0.000282	0.000269	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
19	X	Y	Z	0.301698	0.402597	0.216783	0.065934	0.00999	0.002997	0.000328	0.000204	0.000524	0.000347	0.000766	0.000396	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
20	X	Y	Z	0.793207	0.178821	0.023976	0.002997	0	0.000999	0.000147	0.000145	0.000147	0.00015	0.00017	0.000143	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
21	X	Y	Z	0.41958	0.358641	0.166833	0.043956	0.00999	0.000999	0.000427	0.000333	0.000842	0.000408	0.000396	0.0006	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
22	X	Y	Z	0.220779	0.513487	0.196803	0.054945	0.011988	0.001998	0.000316	0.000312	0.000373	0.000314	0.001439	0.000366	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
23	X	Y	Z	0.655345	0.264735	0.063936	0.014985	0	0.000999	0.000283	0.000284	0.000263	0.000285	0.00036	0.000359	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
25	X	Y	Z	0.653347	0.268731	0.060939	0.013986	0.000999	0.001998	0.000362	0.000361	0.000383	0.000364	0.000433	0.000496	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
26	X	Y	Z	0.156843	0.482517	0.251748	0.08991	0.014985	0.003996	0.000378	0.000342	0.000364	0.000457	0.000361	0.000461	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
27	X	Y	Z	0.341658	0.433566	0.166833	0.050949	0.004995	0.001998	0.000288	0.000207	0.000483	0.000374	0.001396	0.000339	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
28	X	Y	Z	0.788212	0.168831	0.033966	0.006993	0.000999	0.000999	0.000418	0.000402	0.000442	0.000429	0.001335	0.00043	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
29	X	Y	Z	0.37962	0.373626	0.192807	0.041958	0.010989	0.000999	0.000288	0.000295	0.0003	0.000292	0.00029	0.000287	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
30	X	Y	Z	0.627373	0.272727	0.077922	0.015984	0.004995	0.000999	0.000335	0.000426	0.000392	0.00042	0.000747	0.00082	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
