Run	Gene_Length	Population_Size	Mutation_Rate	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
11	X	Y	Z	0.965035	0.033966	0	0	0	0.000999	0.000008	0.000016	0.000007	0.000007	0.000007	0.000007	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
12	X	Y	Z	0.877123	0.117882	0.002997	0.000999	0	0.000999	0.00003	0.000029	0.000029	0.000029	0.000074	0.00003	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
13	X	Y	Z	0.974026	0.024975	0	0	0	0.000999	0.000015	0.000015	0.000015	0.000016	0.000015	0.000015	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
14	X	Y	Z	0.921079	0.070929	0.006993	0	0	0.000999	0.000032	0.000033	0.000014	0.000014	0.000014	0.000023	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
15	X	Y	Z	0.804196	0.178821	0.014985	0.000999	0	0.000999	0.000023	0.000055	0.000025	0.000023	0.000024	0.000069	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
16	X	Y	Z	0.914086	0.084915	0	0	0	0.000999	0.000038	0.000009	0.000008	0.000009	0.000008	0.000008	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
17	X	Y	Z	0.797203	0.17982	0.017982	0.003996	0	0.000999	0.000078	0.000042	0.00009	0.00004	0.000055	0.00004	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
18	X	Y	Z	0.926074	0.06993	0.002997	0	0	0.000999	0.000017	0.000017	0.000023	0.000026	0.000018	0.000018	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
19	X	Y	Z	0.894106	0.097902	0.006993	0	0	0.000999	0.000024	0.000011	0.000052	0.000011	0.000011	0.000011	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
20	X	Y	Z	0.974026	0.024975	0	0	0	0.000999	0.000006	0.000009	0.000006	0.000006	0.000006	0.000006	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
21	X	Y	Z	0.948052	0.047952	0.002997	0	0	0.000999	0.000031	0.00003	0.000033	0.000036	0.00003	0.00003	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
22	X	Y	Z	0.942058	0.055944	0.000999	0	0	0.000999	0.000035	0.000036	0.000036	0.000036	0.000036	0.000035	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
23	X	Y	Z	0.927073	0.067932	0.002997	0.000999	0	0.000999	0.000035	0.000021	0.000033	0.000023	0.000021	0.000022	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
24	X	Y	Z	0.952048	0.046953	0	0	0	0.000999	0.000023	0.000029	0.000021	0.000021	0.000022	0.000022	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
25	X	Y	Z	0.955045	0.042957	0.000999	0	0	0.000999	0.000009	0.000009	0.00001	0.000024	0.000009	0.000009	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
26	X	Y	Z	0.95005	0.046953	0.001998	0	0	0.000999	0.000013	0.000014	0.000014	0.000023	0.000015	0.000014	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
27	X	Y	Z	0.922078	0.072927	0.003996	0	0	0.000999	0.000031	0.000029	0.000026	0.000025	0.000032	0.000025	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
28	X	Y	Z	0.91009	0.085914	0.002997	0	0	0.000999	0.000025	0.000054	0.000024	0.000023	0.000024	0.000023	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
29	X	Y	Z	0.941059	0.054945	0.002997	0	0	0.000999	0.000022	0.000012	0.000012	0.00002	0.000012	0.000012	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
30	X	Y	Z	0.865135	0.120879	0.012987	0	0	0.000999	0.000027	0.000028	0.000027	0.000027	0.00007	0.000035	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
