Run	Gene_Length	Population_Size	Mutation_Rate	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
11	X	Y	Z	0	0.016983	0.135864	0.310689	0.365634	0.170829	0.000189	0.00176	0.006409	0.006614	0.005033	0.00661	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
12	X	Y	Z	0	0.002997	0.040959	0.213786	0.427572	0.314685	0.000741	0.002455	0.002157	0.004989	0.007494	0.012126	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
13	X	Y	Z	0	0.022977	0.130869	0.291708	0.364635	0.18981	0.001027	0.00256	0.002585	0.004448	0.008167	0.008701	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
14	X	Y	Z	0	0.033966	0.172827	0.327672	0.30969	0.155844	0.000611	0.003382	0.004916	0.007122	0.007439	0.006482	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
15	X	Y	Z	0	0.040959	0.166833	0.292707	0.336663	0.162837	0.00054	0.001348	0.006682	0.008664	0.006502	0.008744	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
16	X	Y	Z	0	0.017982	0.124875	0.296703	0.363636	0.196803	0.000661	0.001594	0.003356	0.004305	0.007036	0.006694	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
17	X	Y	Z	0	0.005994	0.106893	0.274725	0.401598	0.210789	0.000568	0.002354	0.003999	0.003706	0.005007	0.01003	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
18	X	Y	Z	0	0.016983	0.135864	0.282717	0.362637	0.201798	0.000594	0.002536	0.001498	0.006456	0.00611	0.008177	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
19	X	Y	Z	0	0.007992	0.081918	0.242757	0.393606	0.273726	0.000582	0.001999	0.002983	0.007322	0.008134	0.010276	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
20	X	Y	Z	0	0.015984	0.13986	0.306693	0.357642	0.17982	0.000299	0.002063	0.005601	0.00635	0.006973	0.007859	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
21	X	Y	Z	0	0.037962	0.148851	0.315684	0.331668	0.165834	0.000767	0.003539	0.004387	0.007736	0.005064	0.006865	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
22	X	Y	Z	0	0	0.060939	0.282717	0.42957	0.226773	0.00019	0.000456	0.002055	0.005577	0.005897	0.011194	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
23	X	Y	Z	0.000999	0.105894	0.221778	0.314685	0.253746	0.102897	0.000603	0.00166	0.004955	0.004845	0.004576	0.005463	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
24	X	Y	Z	0	0.02997	0.17982	0.310689	0.325674	0.153846	0.001205	0.002714	0.004137	0.004144	0.006836	0.007865	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
25	X	Y	Z	0	0.034965	0.136863	0.326673	0.326673	0.174825	0.000216	0.000946	0.001437	0.004961	0.006106	0.006203	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
26	X	Y	Z	0	0.072927	0.202797	0.275724	0.312687	0.135864	0.000754	0.001505	0.001755	0.006713	0.007119	0.006895	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
27	X	Y	Z	0	0.023976	0.164835	0.317682	0.330669	0.162837	0.000822	0.002247	0.003936	0.004691	0.004083	0.00773	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
28	X	Y	Z	0	0.003996	0.083916	0.270729	0.374625	0.266733	0.000124	0.003391	0.005018	0.00376	0.007303	0.009536	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
29	X	Y	Z	0	0.015984	0.128871	0.295704	0.387612	0.171828	0.000713	0.000972	0.00448	0.006014	0.006612	0.010005	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
30	X	Y	Z	0	0.004995	0.07992	0.210789	0.382617	0.321678	0.000168	0.000934	0.004288	0.004663	0.009651	0.008863	1000	10000	1.00E-08	10	6	10000	170000	330000	490000	650000	810000
