Run	Gene_Length	Population_Size	Mutation_Rate	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
20	X	Y	Z	0.562438	0.285714	0.117882	0.026973	0.004995	0.001998	0.000725	0.000503	0.000502	0.000575	0.000583	0.000493	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
21	X	Y	Z	0.656344	0.266733	0.065934	0.008991	0.000999	0.000999	0.000374	0.000518	0.000398	0.000383	0.000374	0.000397	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
22	X	Y	Z	0.619381	0.286713	0.075924	0.013986	0.002997	0.000999	0.000476	0.000472	0.000548	0.000533	0.000466	0.000533	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
23	X	Y	Z	0.605395	0.267732	0.0999	0.022977	0.002997	0.000999	0.000538	0.000512	0.00063	0.000503	0.000558	0.000575	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
24	X	Y	Z	0.615385	0.281718	0.080919	0.016983	0.003996	0.000999	0.000459	0.000468	0.00045	0.00048	0.000484	0.000656	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
25	X	Y	Z	0.678322	0.245754	0.061938	0.010989	0.001998	0.000999	0.000504	0.000451	0.000465	0.000513	0.000453	0.000463	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
26	X	Y	Z	0.296703	0.354645	0.226773	0.090909	0.027972	0.002997	0.001306	0.000561	0.000727	0.001046	0.000569	0.000604	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
27	X	Y	Z	0.65035	0.246753	0.082917	0.014985	0.002997	0.001998	0.00041	0.000464	0.000455	0.000394	0.000392	0.000424	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
28	X	Y	Z	0.737263	0.214785	0.040959	0.004995	0.000999	0.000999	0.000339	0.00028	0.000286	0.000284	0.000293	0.000269	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
29	X	Y	Z	0.038961	0.435564	0.350649	0.138861	0.030969	0.004995	0.000223	0.000622	0.002122	0.000361	0.00038	0.00058	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
30	X	Y	Z	0.344655	0.392607	0.190809	0.056943	0.013986	0.000999	0.000594	0.001297	0.000668	0.000583	0.000575	0.000723	1000	10000	1.00E-08	10	1	40000	40000	40000	40000	40000	40000
